Nam,Nhiet do TB (C),Do am TB (%),Anh sang TB (lx),Do am dat TB (%),Luu luong TB (L/phut),Nang suat thang (kg/ha)
2018,28.64290823495414,41.623348427354706,5017.602899424587,7.2967322161454575,275.4705771626914,71.7731504772089
2006,29.31895854779767,37.60646076813696,6162.008331807123,38.026765130361255,251.0623301069858,54.34530773842329
2020,28.5779807750073,30.606129301296633,6372.7865723051145,19.640739710582814,95.64276238365849,87.381965907062
2008,28.410931259685775,39.73512333268044,6836.276232456093,50.08862914828306,279.9488825773138,57.816190979331644
2006,24.097084671148362,48.10269906208183,8092.973740828409,12.051044960872105,191.83982732747847,70.17405618990415
2017,23.65720702738705,31.043005433614162,5985.32729258007,41.28957182704292,338.41110586314414,64.59378391446026
2003,29.508138355553783,31.047418843430652,6982.804940813104,53.15930675502692,219.63706771140383,93.08150216503171
2024,27.456940289528788,29.930914063200763,5882.202764864375,18.850286598714355,239.16619107137308,65.34450615551073
2013,29.828335394136193,21.55786887075843,3203.831643555379,21.42221277955253,98.26794475567715,56.64581386171889
2017,19.436748448472017,35.6178834493867,6095.276203228905,20.16811636367114,57.69726258527112,70.12736477552404
2008,24.397080872439478,47.14814843627735,8069.359747925848,27.151334948274343,481.9572833661516,69.86737414813655
2020,34.29646418117051,41.933073819890566,9060.13197543698,42.43750363441273,281.9477863033736,60.82126201899751
2001,28.727669350287606,38.6199663778773,7486.037992625214,25.90742342387847,313.6770202109165,49.87668053296364
2019,27.671117858721423,41.500056828198055,9681.431439932712,17.474939441897654,161.57275399234123,56.49468342964518
2014,29.366540444377762,35.533125450304894,7159.770689273349,3.79601452709581,368.111220176343,72.95305263544927
2006,35.535761729993126,21.44811738899309,8385.543189154865,58.961473766107225,347.2723186967419,42.25545610440193
2011,34.67072501022978,47.82041743358934,8588.026585846872,60.158242864799476,174.2652725839513,59.76362728877045
2007,19.96200253163848,50.5951782857435,5390.819736989387,43.08984202261766,144.56620437147188,74.27678835115994
2014,21.479179387765754,33.2240062667005,8005.769343461518,22.206892069340846,182.34044192425884,61.56826698612831
2002,19.822668551794912,38.797756643522995,3415.067121652725,45.94608350195546,263.6986355255348,88.0418940200798
2013,23.384361519208063,37.965890155925706,6969.569179652596,49.00861796113934,286.2711043821584,42.2881359250233
2016,26.68179366859271,43.64551980727138,7595.417732983684,30.68024348031965,271.4014833894941,51.434337056621644
2003,27.45101429506721,56.5690859821439,8901.218676081564,35.1842963413534,417.00232307684985,35.632574035946305
2017,20.16363249699277,51.45121116975558,8266.76980861278,53.321375725464506,184.37031962470445,85.93984847343725
2007,18.77862192387171,36.6150794684077,8937.079054472633,9.559724361195162,141.428932308505,51.62561078946328
2003,23.311658080009334,45.49122043415153,5732.289686976062,49.76609575455499,266.9774395396338,39.459194500282734
2001,30.222720919543143,52.364195517244546,5054.659259635382,29.843693632468746,71.37168926942869,55.5147643473835
2005,30.93888758178852,44.19637071063279,5248.832666272916,17.60261700606249,347.3413569804527,46.396500773044394
2021,33.4692806211769,40.20862957312152,6739.493657298605,18.85612093982405,278.2832459010688,55.59807131348442
2009,26.32307831050198,44.55991044897372,1023.921821451986,21.378984759209672,227.914018082577,63.141424113992564
2003,29.860847100052236,33.464261088102596,9674.288167479055,16.117210257554067,221.50064453792174,72.05887144366582
2021,30.608053899896703,34.87372621982017,6126.8750478111515,61.54310528978493,372.0936321820737,60.62043251313734
2017,24.413227668347762,29.98127542841202,4862.926212089191,42.03802977410871,368.4143967524782,62.95531345441418
2011,28.05057459936208,43.21855612054414,-961.9529579977843,50.77259316709993,238.50379103138482,55.86885151799122
2001,29.16418183233874,38.985369896930436,5904.626977635514,43.12231404819718,335.33033359591457,45.00826093129041
2009,22.71811479883455,32.30720199821371,5459.334038100367,35.48687154630349,366.7072231270389,41.09839070446786
2003,33.20726827463874,38.668928937334364,3535.1569904490902,35.69298151250651,305.72780343681535,58.403986615332656
2013,26.29642826625842,44.79160087995,4152.153015515849,28.497447418566562,243.22957018989618,63.6483184743799
2015,26.81383420295432,58.73960084124553,5932.6586510980405,29.74269998084871,311.00055415952437,57.53840301663983
2014,22.56112714408048,50.02501495225196,4385.759120817698,13.099959829152947,146.9250937129946,41.5329209360336
2007,23.251488935887632,18.201681527122844,7581.238475673733,51.03683935251386,275.1804997610911,65.01170077645162
2013,17.42531129838945,42.56440495311675,3943.539818337917,6.927349513616377,240.0339946709949,81.68500389163428
2022,26.682766327805112,54.053419218463574,6431.8894418211285,18.424875848412352,221.92661552828804,61.32130004973417
2024,36.75782054182113,27.337492774803362,9256.40589811282,65.20960517326068,67.50895914789234,55.89295989020028
2007,22.26807648801716,45.57903210926052,5905.226466449195,36.62874717963502,148.25235256990692,61.953625543549535
2020,38.69225281738463,37.969336674745605,6986.549771902888,37.26161869999156,210.83280317269723,49.76442038128372
2015,32.27051308981723,51.35948646883917,6812.122093159542,44.26457030366516,370.3657647235252,49.01104410652334
2012,24.508900330387295,44.156903387005265,6028.055073243442,11.085224149684144,299.98587477144565,67.93105446798282
2017,26.568095344901113,31.719267769323636,5821.460068168435,13.317988901512663,375.52224900521065,74.22374791575201
2014,25.900552372285894,38.31487826122825,4432.205340263434,27.775533759417005,410.5540731167284,60.942367681877144
2020,33.47067484523954,38.88599829021752,6421.984050966947,20.79027879001282,305.00957270237313,39.61281705341396
2023,28.581644013822007,39.06477522498664,5225.781346506616,33.411961486164316,283.1734532270766,66.78597100333018
2024,31.315535048136134,51.059930462084914,10264.658595179922,41.95189015498994,154.5604735035471,86.80032772433246
2012,27.928577708299564,32.11892117959061,8240.282878073209,55.71946298172021,496.47700441576967,59.81205941045561
2008,25.995639310277454,49.937964570343475,2004.3719660275246,46.91184399609271,103.1689879799761,60.58333736634389
2014,27.798047894318206,37.33592878586591,2157.623864356734,19.405074920904894,280.68280374557344,52.470466733031195
2012,24.782900857557635,42.411889246464405,5646.682600133345,28.841000130442467,363.17544299569585,68.28065564233239
2000,20.485448908357704,40.952769818135486,4917.178180465057,24.697061972260375,364.7857024143961,54.825086376911116
2024,29.801376455379774,40.04348023955008,5501.429212025335,19.065550543773817,133.52386386814956,74.58783363161267
2006,20.284154469004523,40.122671357530805,7799.620751386683,15.59759144124508,218.4565351157646,54.98158904867298
2008,25.350722683804896,54.324076484273355,6875.707263591065,59.91167294299893,174.66642558053474,66.65101732236849
2023,24.64755426924734,48.38743758838754,6847.868934216979,34.7161465568987,38.17553158564402,62.11884930997917
2000,29.101067359946526,36.752159313319446,9989.501264108958,31.137600359546592,282.02204975191756,80.8186668767276
2011,32.889082671594835,55.53502854128871,2180.3933846904456,41.93220921387219,184.06319000207537,67.44139297175322
2007,31.41008262081635,42.905909990117244,6292.32249189191,42.686222792491094,440.88745215754125,78.8557531220549
2023,29.220589417487147,43.70668544433459,4411.055761271738,51.60056843040938,338.03427672866815,63.928370669413816
2010,23.866363331335087,32.170098189377,9959.866450425749,23.22347809130983,271.74897710741396,60.66630629919141
2018,25.70169005284552,35.45089637470673,-79.52414784915527,40.68992636674568,212.35719460984208,62.21405550756283
2016,25.102233289357578,33.6068389693483,41.313700868540764,20.67123865249491,280.26483069838457,53.65243903812355
2007,24.522498011919446,41.08499096430895,6845.133945231755,31.65672964354217,237.40607353318248,68.86816937649887
2002,24.80137376703512,46.42113487129675,9108.3574018228,35.41853689262551,274.9995337873137,54.5988505747332
2002,24.691653883999546,43.79944632207472,8135.919631337232,36.907737595937405,486.65324447743,63.973204069411594
2000,24.509568791280778,55.585781331020335,3799.7651424662904,36.234866249278944,143.9596128692109,72.64598906246863
2004,30.369545219735535,31.68313529278143,10155.393778507212,46.77079773635308,247.4835796568787,81.15072232410954
2009,22.119995389342222,41.36300383374757,2614.006889252534,25.458209762070027,348.57180673412654,64.56167829350653
2006,23.456860576434416,27.867854953221148,9607.429966523623,37.3220120801972,220.7395667980477,72.7161090591916
2008,19.946025889047416,31.353791464855725,2978.2569461253165,22.991230379731775,449.5587378262487,71.32284603099646
2006,32.27557640851411,52.46287913172128,5036.945332493058,79.05495358264997,345.3452691018074,58.195074056874304
2008,23.181280010966532,35.78237216407942,7766.8650251732415,20.645484398050876,183.9158929225784,87.27231740233802
2007,29.17269280830499,32.49791966471566,1967.4294396869832,23.878768002355404,290.54111968091667,55.931357455976126
2011,28.41021266899649,19.690126148159326,10052.381902466937,48.00213715606979,185.56578991627532,63.722522511764275
2001,31.87823622379779,32.40146292991468,5020.089027564756,28.010615038352455,174.93172479601833,79.63940898451972
2000,25.592543219677616,38.27212042599689,6384.148476669951,48.008201906433484,250.76957147455974,79.35144241665753
2015,22.560311417675937,27.148945409433495,9207.253866148736,36.88547149129591,412.9625213077229,62.82721586685027
2022,20.059733057675533,37.716956277440474,3821.402594485673,28.41095760555092,353.0838408670895,74.22485976302957
2022,15.007326885826153,52.5213147972346,8927.987994888856,23.084924789127783,264.3577128430394,60.04472853229195
2023,27.119383140435797,33.42531657156404,10524.79838025471,22.535186895558738,357.21285231118884,56.95381333889669
2004,29.64425624748037,31.146102987785387,4200.267357480154,28.57654784392429,297.998285578282,48.49855171741673
2002,28.395285284368576,29.403286900034033,9777.940116768284,31.896875751170317,131.81363324548724,71.11258977606197
2011,20.166569825687958,29.230832079160326,1156.5994086411856,21.879352707974178,250.1989176183172,72.34261472112306
2007,30.727000760953935,45.4247355051403,7079.163445302468,32.88972095006373,258.51420797190906,56.0288923593569
2021,23.585374147659905,40.72387259686449,2621.912806936691,17.88392173942719,354.96058541481955,65.79054005019877
2002,22.727382336864583,49.491980179622175,8602.2874817052,46.07100604348188,201.52426543451088,93.61495857536377
2000,23.49321278114712,59.75453640548476,8376.112571330214,48.988132715219876,161.53005436075796,76.04953528655336
2002,26.778368251188894,22.582478413266333,11728.070729979121,23.822812783853742,261.70416932542844,52.13358735877804
2004,20.351839480382267,43.92347205097146,9920.883239342842,22.971907687362325,192.4030721377726,74.35500347672597
2014,26.303731580090396,29.454283277617257,5549.419253363172,37.26476285707831,229.59246606490828,52.187559232415126
2013,28.221621506018565,47.87043275686998,3026.4068625538252,53.83327700167155,257.6223545051588,28.853227413655873
2002,31.008620499332334,37.628824040122325,7564.185702748121,57.204994640443545,222.7146674722303,62.42165227935581
2000,27.179423279653662,40.517787750062354,5838.746267233152,13.181635375814945,378.2380774141588,80.91313000913132
2004,20.948288856895502,27.865556228629877,10278.609552164773,49.88618699774949,430.35301631600737,78.97766599648162
2022,27.068143118069806,36.137057862286454,38.83673901684688,33.616165598584196,366.65411391653856,67.06488495146219
2013,22.096883783933187,41.119644712953836,12032.92452294731,33.91119241547916,62.34772840066455,56.334355055684654
2006,21.85971154883327,53.34626417612582,7471.37040012065,42.24386110591425,192.80173202534377,68.34015675066621
2008,20.853418514099076,32.58291087195035,3766.625430249672,27.22607146671647,246.32714141717798,59.51708099118319
2014,18.598125071059066,34.93734509259781,8027.765829163056,51.263468817572345,53.67453213834432,56.66216519252269
2014,24.124181212770576,49.37064971767436,9579.712558032441,56.24966833548367,165.77825376984526,75.06074601370617
2009,31.097281607391754,31.95749434664112,6320.9909819621735,56.81831111117701,244.85097508505578,56.51760586545751
2012,35.7332452756597,51.283163865674055,1144.640158333752,6.459882284805246,215.09808699693468,75.8224719834644
2018,24.097778021019607,40.166273612658394,5196.640549642213,31.054912958197733,267.96531524552995,55.745185989960376
2006,30.92138388847507,43.18050235560187,8868.991405567656,5.06858331933914,107.4452429559195,86.69651880156016
2016,24.8337252917851,43.80224615852802,7374.0669903407725,22.894096688765945,213.79169456172124,43.502703573357735
2019,19.669211327927247,34.30469516461449,5574.936952679463,-1.9745944536135696,284.5154356270838,51.488033077131135
2003,29.33783441099127,44.0181645146647,9609.72068239645,41.41431909787278,268.1445291280909,60.845808083790736
2004,27.421408069584647,32.79715152728326,8042.410183684958,37.895429201217226,318.59356199373093,39.49279331242087
2022,33.930554973002224,35.40644369303599,8254.5947245991,27.962835110670646,311.8562109284925,32.63920899613029
2006,20.146365808359832,45.6478851070986,4874.954600375191,22.49996784547487,219.93480215182683,39.59363716415288
2012,37.95153068253339,43.08657361235971,4608.4641871170315,39.33862534008191,280.8427827347585,59.24934406864006
2014,33.00014208821024,39.5302504560329,1323.5711641608996,19.14384606356024,174.54647294323132,59.545690929165985
2010,26.382309520912717,28.101568137715255,5291.545953177911,18.10717940158343,235.74776373338827,66.5483553918248
2003,25.228188934575144,30.511075559543098,8582.520174024467,16.233835459429525,145.0153629790091,60.359660759150415
2012,23.513039323642747,42.92548903716065,5443.862883890306,31.448253932019245,390.04959009427955,66.15738220434837
2006,26.907151703947584,47.32245523156345,7233.243205265801,25.68188860471529,235.3704598942351,57.40293048118775
2018,25.69977003465383,29.54092116951655,9066.772887208626,28.699701205896233,389.8784985797909,71.00673283704809
2021,28.568404094470488,32.145902375010216,7032.97844466843,42.50434361685191,302.9517098006617,69.59961593183138
2001,25.24574914221745,41.549491526790725,7302.038155867029,49.230908273527405,164.64950764890065,58.84528832180361
2009,32.27344215000797,41.34291106082484,2265.971696390003,56.653707738029425,295.9751917973378,68.88384719111122
2012,26.970110755470657,24.575495897644615,5117.538902321609,35.47025456275381,360.50903131475536,60.433872949498365
2024,25.40012965359228,41.813811031560554,10761.937207682626,39.8499113002745,258.0034475528101,44.884163955696906
2020,30.667223206885424,34.47705457508373,6291.932315408693,37.43128685787747,275.5182709846693,73.22159120544728
2005,19.78520172268702,56.09749401422429,11230.501590773354,9.045896046984467,203.2586705641086,52.07132565393244
2011,27.857929975390782,42.65988874725508,4014.240967289009,28.921249139975775,269.75053502455273,73.09696879781998
2011,26.561133277379664,44.32311781742986,6650.424942554839,28.99131754169926,294.4492848465238,66.44358321097728
2019,20.65546858547143,44.57303292573419,4951.958751157434,26.771191516152584,200.09806807840818,61.673053189213874
2010,19.431707396791435,28.53413120367673,7636.621185148994,33.930243238180914,142.27989872777525,40.74279651787805
2022,30.609904189545155,59.021170513272835,8471.286091062027,31.209966676203962,415.7593148722058,80.63924104279306
2024,30.41439071867422,24.58559413705585,7665.491723671363,19.526201325297308,336.75726672298265,58.42000618554975
2006,27.165451901788586,47.936120504218394,8875.759343085288,32.25294956511502,203.69757503125217,70.06964741577674
2000,33.513818773655956,46.22689450081622,5969.74364019763,24.817347744751714,292.3419938126381,61.32915138877537
2000,28.268984250683282,35.6487778119078,5481.226825752411,-5.353111740178917,96.15259912351289,59.490514430057864
2024,31.59441463787421,46.688248370730584,1163.1703925643933,13.268082151069844,38.56407306072512,64.91137106893194
2024,28.18411075285298,37.187987746909435,7764.610223647061,35.908709855280165,392.2109150820332,62.97027820587489
2019,25.322044265339933,33.73275364140058,6480.300754773705,51.1901934441143,293.4849886750221,59.54238897125372
2012,22.108095588027663,44.78736166943408,5818.960139929686,-2.4271742244712655,261.45515284588953,62.0141051132282
2008,23.975049057434724,30.536151190373673,5480.430685136689,21.29260355553592,293.8438180433665,67.64673196944314
2002,25.39887468473683,38.08892729513646,5904.445031876736,41.12768490022491,639.6661696856988,68.47291560255697
2006,32.06042954173738,34.517517202159475,5355.32700082564,47.93429658021379,367.36858579066734,63.16627181556917
2005,29.621425741185217,37.01028391516203,4551.58432886308,28.153096917179052,146.1910887849303,69.91053289389372
2007,27.814064579391,44.4317807198782,6665.963984769788,24.151042079484576,72.83983510124273,57.70823819991699
2008,30.032934403054767,34.5156864798786,7339.620877818639,53.13766644921863,388.79167219693085,88.63946676588186
2004,28.624270659759542,38.397207688097524,3883.5359466317336,46.683368632903466,365.8668211294108,80.0068632821715
2000,27.532922968895022,35.3963813057008,4902.221255360517,47.63601794437213,333.4001286422905,71.56286470998846
2018,20.294453648509858,54.195074015287894,5442.407282218177,27.42251796628231,173.05781993161463,39.98862839929241
2009,31.139500587111655,43.5617533459225,6019.286022384416,51.52238553025259,308.93469215791134,69.73634071197833
2011,24.570887212931115,42.378663522325766,5652.947323431994,4.918688057723763,183.4012557073586,58.72916920294094
2023,30.931394055040816,46.8520678373531,7823.1981385006275,51.78956400778029,343.53414646781533,51.23217889721141
2014,31.328840446644737,34.517924351539406,1454.6629683104984,33.540307739090096,380.48783816511167,58.43189092202631
2021,23.701219598092127,48.54970376267275,1943.1093740753954,36.518457560339506,204.1810888897234,52.52650112968928
2023,30.36063613377616,43.59617501477369,6539.2055486892195,20.152011569931172,397.71882838216175,68.57781865520448
2008,24.97184617324907,25.184369907450048,4345.958979722948,6.9152663195999935,280.23437008882814,81.52957662234469
2019,24.99633001703184,26.46706820507804,8441.630666835625,36.19499394708054,323.7898525647662,72.30534087003434
2016,27.514568256105374,34.72875485103057,9228.18814907609,42.955116733984816,115.67007395677712,94.9173472946784
2016,27.625572647483505,27.500335277232182,6649.873292793046,45.26030958778836,293.792675078057,44.51883880365238
2019,26.614499622072803,37.95353924683057,3053.324936812527,43.616121520970296,188.91883936094234,56.751153642978345
2011,20.97024556785949,30.466860799914183,8910.854837370553,40.16335790790427,321.79822247316065,51.64852010911499
2006,25.956687682829713,39.31053222868107,6553.895763406883,20.479073627441686,436.46056307020433,77.01504012193018
2001,35.823673722595345,53.88335619391172,1910.3347760351303,46.247362004682365,300.4129397246411,60.08468616902535
2002,15.009922871828316,39.7772904039646,2153.8732657060536,18.7751276119597,162.89437119292577,64.87293535257835
2016,30.03182652258692,37.32902794813684,10184.384568484762,51.42136999140628,339.3387495938672,70.05939457516976
2004,30.80223388719361,44.002290849766794,9727.666528385715,33.27444168027833,313.38280798080945,45.67277812803738
2016,20.871327174802566,33.53041115086476,-927.3210488577279,33.78138794590023,504.78680253215344,55.40465659124143
2023,24.525961979848386,48.39674824392629,2266.0586455579673,47.74736690730207,296.3057517924635,74.30483630361245
2016,22.341679463125978,45.03503627066591,9148.459287743617,49.81250198332626,199.3287639397049,56.26010851895716
2016,34.07834140384301,40.629227789704906,5955.09105962438,46.295547874170296,355.9946404682496,42.65020042382195
2001,30.990947234363006,41.74384307361856,7939.237913503607,22.053400974240496,252.21593886040841,52.1244918028653
2001,31.1899380835382,59.96604749856027,5835.382157079979,46.17412922949277,276.2370281678457,59.31731632487191
2021,26.95202563090596,49.35155859001718,7808.795910823166,22.139762985738287,159.70342963548245,64.60722275318538
2022,31.850498147924895,61.48934236238441,6022.096222163388,46.55856489040276,252.82166854312788,61.83312989636007
2004,26.422136408526768,45.390488525135794,4800.6572207158915,12.840034230896272,270.5247251840945,55.48792499065839
2000,32.04400265798776,26.04554660182371,8922.28667570274,33.12667878949051,252.13846712674857,73.62813863204141
2000,25.844653680384607,37.722842495538146,6562.577667919189,22.046799314045757,198.7034975586564,61.1529862752443
2018,23.66338377946549,23.83936237492148,7803.001167559295,47.80844905591996,300.26378730233984,65.10512967997899
2001,33.90149027953093,45.354504651000866,6439.710694684677,51.54482128019867,160.28147412040062,56.109851059289326
2020,26.370282988462762,47.45050906005644,4666.381458289716,37.5859359218565,133.07267823000555,80.27953499350043
2011,22.760699193304113,31.70091898157419,10436.258571950897,37.084859816874456,348.935454190359,58.08701714158975
2005,22.716156632897828,33.92415484614337,6983.77089047748,45.282931237621796,338.3318401261894,63.532170759766615
2022,22.72871779734448,41.69011637318458,5028.063680217284,51.63544736947334,115.9044614902732,74.7454412338121
2003,29.927816666146352,28.6868975113403,9527.124702422729,35.12247775164118,55.605910473140085,65.92998658286147
2022,26.049537932139053,27.96227177136531,2367.8827935633494,26.94088387999026,150.4306656626863,65.63862144670433
2010,35.90376426864669,52.21238014804436,12165.763163217665,44.415848862541445,252.14420657490547,39.61409610503134
2023,31.33281980586599,41.361474315064996,5512.568656696857,6.234195909114103,400.322703283394,70.6076123173008
2016,27.513190516882197,34.86573003380329,2513.3441904578467,48.413565308989284,249.32012179013248,63.309075421661156
2005,32.227945089149806,23.917428572629856,11255.851267699412,23.733502282651003,178.08525248998603,68.98372633479438
2023,24.418784994315484,48.483031019797366,4730.255209865542,30.893858004025468,284.1314844398876,64.7993349978808
2004,18.830285516160732,33.645315029434414,6676.033403683092,48.511073216521766,253.79424199597227,56.13085078310411
2019,22.387455892002556,58.217988558557366,7982.872437773751,28.223244728918463,107.42457012628103,73.1026111419944
2001,27.061226152820986,48.55021422239367,9267.773957561438,44.41800313088981,108.11130195295235,64.97347710927967
2005,25.54104921496336,32.451789873246675,6831.742537839016,51.90655707446993,111.2149362084923,47.60414196673548
2021,29.845478371484734,33.34647443339157,4223.029013729234,36.23047800431682,553.4518553742406,77.93924224186958
2010,25.94366638436313,56.877621839435086,6609.232314435701,39.29926328852294,366.3157050346217,45.95663185513621
2015,29.531449052601833,39.440516691616,4851.0436096503045,32.73425999718309,198.3767112927466,73.17993544458693
2015,32.627052785372115,35.298233828554494,6691.91861964853,36.315265627791945,394.99897465661616,80.02254708642408
2000,25.930994850971427,40.52163919896369,10490.687181944857,17.544316306737073,201.34106674065788,49.74205247812151
2008,28.738408814681616,35.25380937630424,8088.187381737178,30.07856955510279,391.17665187681473,61.226539942930096
2005,19.241418458445466,42.58120389233051,6575.225619745128,14.926737290106225,276.2434360568611,60.13842391795276
2015,25.946625760654566,39.52196041507984,8040.1652829426275,20.860269484293035,190.85194187773686,60.66361066439851
2002,21.390961815041997,48.706596774127426,8237.355977929452,4.036816710181842,345.5025214546422,84.03125604684773
2019,27.05308131004298,36.50250911167071,3037.075912363483,38.57524255421587,282.85300447097836,49.87722923927627
2003,27.426282799577805,31.711535358608014,6120.951190217231,60.32746342891536,312.97604607520714,59.08028985301195
2018,27.412619070844364,36.88472526286174,13064.3865066635,27.604715632217637,291.8625363478293,80.21393768874186
2002,24.48203741153415,36.82584048634299,9346.684747872729,49.25889681897822,290.650414870612,58.88900368100606
2018,35.905860598609294,39.505449340516975,4619.3390998349405,51.705197379397795,359.4503129410243,51.73312380704499
2019,21.242691818822117,46.38017281769699,4344.521022956312,16.283794222135896,565.4613352188605,65.73115960722268
2006,20.991387017416727,45.8527344225885,4252.748679667929,19.564792089204595,411.2331913125821,72.06727214535357
2019,33.2602318104842,51.83611150478807,8392.26440535348,49.64992433625637,292.3405963162414,58.07288983769426
2008,23.560446478530523,32.41946829391473,10434.197167226368,33.14707537507455,231.08301005178856,69.13322726591987
2000,22.572025126707356,44.00690063743403,7609.578968802152,14.887378428396037,243.77601710071582,46.58559440725058
2007,35.924127572516504,47.27591359705754,6438.924091905111,24.850727203942512,121.85115325959791,47.23468232821284
2006,30.508672810992266,33.74473525507671,4782.623547989502,40.9479962915691,343.7376625539255,57.52121763807861
2017,24.01193508172157,38.249424818832395,6913.270400108014,22.457480940301213,149.71664399399168,69.54949246347644
2007,27.35025592059064,23.358828666696837,3747.0423853633883,-7.719192773725453,223.9380643864195,71.55183000905775
2000,34.456200781741,49.00926277205838,674.0554192148329,29.64776671639379,344.40830606007694,48.85788098665848
2010,29.299509925632805,38.17347138083769,10514.58520196985,30.882197376681287,239.54889792633762,71.11888751167953
2024,31.743834789590785,48.04097842817772,3235.565643387013,34.69457511149205,210.09423002830493,64.60426293414739
2024,29.7648452817289,42.24330624152773,5111.292936525307,53.73450546802671,128.62655756807894,52.39373681685469
2017,30.280617590866882,38.466321244405826,7813.932854485735,35.36948008302325,406.211860104525,47.08100133882594
